"Genre","SubGenre","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Duration"
"R&B","Hip-Pop",0.746,0.45,"G",-8.543,"Major",0.0872,0.0407,0,0.172,0.336,95.998,232.853
"Pop","Dance Pop",0.67,0.89,"F",-3.785,"Minor",0.0576,0.122,0,0.333,0.568,124.967,206.44
"EDM","Pop EDM",0.471,0.801,"F",-3.683,"Major",0.0419,0.196,1.22e-05,0.232,0.69,184.113,287.547
"Latin","Latin Pop",0.756,0.578,"A",-7.369,"Minor",0.118,0.442,0.00552,0.18,0.771,77.064,229.373
"EDM","Pop EDM",0.387,0.693,"Asharp/Bflat",-7.865,"Minor",0.0589,0.182,0,0.171,0.287,149.187,201.612
"Rap","Gangster Rap",0.749,0.787,"E",-7.61,"Minor",0.26,0.281,0,0.172,0.876,88.94,214.518
"Rap","Gangster Rap",0.638,0.707,"E",-12.232,"Minor",0.134,0.211,0.00243,0.349,0.509,89.111,235.8
"EDM","Electro House",0.658,0.97,"A",-1.262,"Major",0.0527,0.000374,0.56,0.0884,0.192,128.039,228.75
"Rap","Southern Hip-Hop",0.819,0.733,"D",-6.071,"Major",0.394,0.0606,0,0.728,0.437,75.007,166.531
"Latin","Latin Hip-Hop",0.7,0.714,"A",-6.295,"Minor",0.104,0.122,0,0.0428,0.458,99.909,234.308
"Pop","Indie Poptimism",0.757,0.565,"B",-5.895,"Major",0.0324,0.174,0,0.105,0.682,119.959,180.402
"R&B","Urban Contemporary",0.675,0.23,"Csharp/Dflat",-10.363,"Minor",0.204,0.191,0,0.104,0.101,173.962,211.92
"Rock","Classic Rock",0.681,0.554,"E",-10.333,"Major",0.0343,0.476,0,0.167,0.933,129.587,203.6
"R&B","Neo Soul",0.41,0.587,"A",-8.448,"Minor",0.0537,0.136,0.00173,0.552,0.248,150.064,207
"Rap","Gangster Rap",0.678,0.857,"Asharp/Bflat",-5.173,"Minor",0.216,0.0325,0,0.0788,0.622,94.95,219.253
"Rock","Classic Rock",0.712,0.953,"Csharp/Dflat",-4.951,"Major",0.106,0.00232,4.91e-06,0.176,0.552,102.495,217.385
"EDM","Pop EDM",0.67,0.846,"A",-6.543,"Minor",0.0884,0.164,0,0.113,0.589,124.016,203.226
"Rap","Gangster Rap",0.624,0.721,"G",-3.778,"Major",0.429,0.211,0,0.0874,0.662,96.048,223.027
"Latin","Latin Pop",0.596,0.552,"C",-10.278,"Minor",0.097,0.0765,0.334,0.104,0.112,97.949,229.32
"R&B","New Jack Swing",0.793,0.755,"G",-7.215,"Major",0.0757,0.00997,1.89e-06,0.426,0.621,111.817,306.338
"EDM","Big Room",0.614,0.926,"A",-5.677,"Minor",0.037,0.00104,0.864,0.179,0.135,124.997,308.643
"Rock","Album Rock",0.31,0.634,"C",-7.052,"Minor",0.0487,0.0616,0,0.109,0.171,134.865,256.067
"Rap","Gangster Rap",0.82,0.65,"F",-5.799,"Minor",0.426,0.0182,0,0.115,0.363,155.026,176.627
"Latin","Tropical",0.81,0.578,"Csharp/Dflat",-8.574,"Major",0.0343,0.105,0.0158,0.0839,0.431,120.004,160
"Rap","Gangster Rap",0.876,0.647,"B",-3.917,"Major",0.28,0.16,0,0.238,0.961,86.993,223.067
"R&B","Urban Contemporary",0.432,0.437,"Gsharp/Aflat",-6.335,"Minor",0.0484,0.938,0,0.125,0.274,107.592,280.371
"Rap","Hip-Hop",0.812,0.225,"F",-12.284,"Minor",0.334,0.687,0.615,0.078,0.672,83.985,114.458
"Pop","Post-Teen Pop",0.525,0.916,"B",-6.462,"Major",0.0437,0.0642,0.00222,0.124,0.33,93.975,183.763
"EDM","Electro House",0.363,0.557,"C",-8.467,"Minor",0.0505,0.945,0.459,0.173,0.106,95.731,202.212
"Pop","Post-Teen Pop",0.379,0.502,"Asharp/Bflat",-10.027,"Minor",0.163,0.461,0,0.557,0.759,203.425,184.92
"Rap","Trap",0.643,0.529,"Csharp/Dflat",-9.288,"Major",0.0421,0.269,0.0434,0.255,0.208,114.997,169.058
"Pop","Post-Teen Pop",0.555,0.8,"C",-4.835,"Major",0.0776,0.0353,0,0.0783,0.801,174.007,175.027
"Latin","Reggaeton",0.798,0.821,"G",-6.143,"Major",0.0596,0.0985,5.84e-06,0.178,0.525,95.004,227.467
"Pop","Post-Teen Pop",0.746,0.79,"B",-4.7,"Minor",0.0257,0.0485,0.0261,0.0534,0.891,107.231,220.867
"Latin","Latin Hip-Hop",0.841,0.629,"D",-6.47,"Major",0.3,0.0706,0,0.0894,0.447,94.026,289.182
"R&B","New Jack Swing",0.837,0.504,"Csharp/Dflat",-6.64,"Major",0.0468,0.0454,0.000347,0.1,0.732,81.49,235.827
"Pop","Indie Poptimism",0.53,0.65,"B",-6.251,"Minor",0.03,0.0461,0,0.0974,0.316,123.972,255.96
"Rock","Classic Rock",0.529,0.632,"G",-6.243,"Major",0.0325,0.447,0,0.0996,0.413,80.015,217.755
"Rock","Album Rock",0.628,0.801,"A",-4.32,"Minor",0.0403,0.056,0,0.102,0.906,139.3,273.467
"EDM","Pop EDM",0.542,0.795,"G",-3.131,"Major",0.0379,0.0664,2.89e-06,0.313,0.251,128.959,228.837
"R&B","Urban Contemporary",0.579,0.735,"G",-7.266,"Minor",0.0489,0.341,0,0.088,0.411,137.98,260.952
"Pop","Post-Teen Pop",0.802,0.716,"G",-7.614,"Major",0.0479,0.208,5.54e-05,0.106,0.597,114.003,178.909
"Latin","Reggaeton",0.746,0.993,"D",-2.134,"Minor",0.0499,0.0866,0.0548,0.0689,0.972,122.046,202.827
"Latin","Tropical",0.503,0.754,"G",-3.634,"Major",0.0424,0.264,5.85e-05,0.297,0.597,116.524,186.75
"Rap","Southern Hip-Hop",0.686,0.539,"Fsharp/Gflat",-7.172,"Major",0.121,0.0764,0,0.0787,0.627,180.071,242.39
"Rap","Southern Hip-Hop",0.677,0.533,"B",-10.841,"Major",0.0668,0.0138,0,0.128,0.388,80.027,275.723
"EDM","Progessive Electro House",0.71,0.942,"C",-2.321,"Major",0.0612,0.000914,0.00918,0.0457,0.184,128.028,286.875
"EDM","Progessive Electro House",0.55,0.899,"F",-3.284,"Minor",0.0458,0.0113,9.65e-05,0.137,0.408,125.85,170.079
"Latin","Latin Pop",0.736,0.667,"C",-7.244,"Major",0.0473,0.00119,0,0.133,0.806,143.594,340.59
"Pop","Post-Teen Pop",0.909,0.472,"Fsharp/Gflat",-8.298,"Minor",0.114,0.332,0.000442,0.153,0.545,111.009,177.838
"Rap","Southern Hip-Hop",0.74,0.445,"Csharp/Dflat",-13.222,"Major",0.397,0.074,3.4e-05,0.424,0.593,91.745,278.707
"EDM","Pop EDM",0.583,0.723,"Fsharp/Gflat",-3.888,"Minor",0.0434,0.128,0,0.323,0.351,128.138,217.499
"Latin","Reggaeton",0.655,0.797,"D",-4.787,"Major",0.153,0.198,0,0.067,0.839,177.928,229.36
"Latin","Reggaeton",0.763,0.76,"C",-4.672,"Major",0.0596,0.0392,0,0.133,0.916,163.969,211.888
"EDM","Pop EDM",0.507,0.455,"Gsharp/Aflat",-6.492,"Major",0.0279,0.356,0,0.0889,0.333,137.87,235.393
"Latin","Tropical",0.634,0.261,"Dsharp/Eflat",-15.101,"Major",0.162,0.0287,0.828,0.174,0.501,180.159,240.667
"EDM","Progessive Electro House",0.833,0.459,"E",-14.202,"Minor",0.044,0.0119,0.503,0.0879,0.974,127.901,345.78
"Pop","Dance Pop",0.917,0.6,"Fsharp/Gflat",-5.362,"Major",0.0483,0.296,0.00159,0.0469,0.659,120.001,240.988
"Rock","Permanent Wave",0.358,0.48,"A",-11.79,"Major",0.0849,0.521,0.00428,0.178,0.356,120.317,413.947
"Latin","Latin Hip-Hop",0.611,0.778,"E",-10.721,"Minor",0.0356,0.0184,0.007,0.146,0.624,124.079,291.227
"Rock","Classic Rock",0.75,0.651,"D",-5.247,"Major",0.0461,0.128,2.58e-06,0.183,0.694,115.015,250.105
"R&B","Hip-Pop",0.712,0.562,"Asharp/Bflat",-6.008,"Major",0.129,0.125,0,0.136,0.142,140,236.48
"R&B","Hip-Pop",0.508,0.682,"Asharp/Bflat",-5.381,"Major",0.0489,0.0217,0,0.343,0.309,127.93,196.348
"Pop","Electropop",0.507,0.665,"C",-7.598,"Major",0.0474,0.0144,0,0.0759,0.4,126.879,213.338
"Rock","Classic Rock",0.565,0.494,"Gsharp/Aflat",-10.008,"Major",0.0306,0.502,0.187,0.0731,0.385,114.113,287.04
"Latin","Latin Hip-Hop",0.723,0.868,"Fsharp/Gflat",-3.697,"Major",0.114,0.00546,0,0.145,0.589,115.742,201.358
"R&B","New Jack Swing",0.767,0.551,"C",-7.328,"Major",0.0616,0.00364,0,0.0451,0.796,100.904,275.707
"Rock","Hard Rock",0.397,0.961,"F",-6.525,"Minor",0.107,9.12e-05,4.08e-06,0.159,0.446,168.076,191.25
"Rap","Southern Hip-Hop",0.468,0.563,"Csharp/Dflat",-7.773,"Major",0.0301,0.038,0.0869,0.0956,0.431,83.726,387.669
"Rap","Southern Hip-Hop",0.791,0.44,"C",-8.443,"Major",0.0416,0.64,0,0.0926,0.553,110.105,279.507
"Pop","Electropop",0.669,0.392,"C",-5.581,"Minor",0.0361,0.0668,0.25,0.159,0.0595,148.064,235.154
"Pop","Indie Poptimism",0.383,0.43,"Asharp/Bflat",-8.644,"Major",0.0302,0.817,1.04e-06,0.0869,0.174,107.005,280.757
"R&B","Urban Contemporary",0.599,0.887,"E",-3.967,"Major",0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193.837
"R&B","Hip-Pop",0.577,0.554,"Csharp/Dflat",-9.307,"Major",0.0358,0.311,0,0.109,0.578,79.963,147.375
"Rock","Album Rock",0.643,0.816,"G",-8.535,"Major",0.0476,0.0357,7.28e-05,0.218,0.616,115.061,276.067
"R&B","Neo Soul",0.666,0.61,"C",-6.101,"Major",0.0399,0.481,0,0.203,0.806,139.085,181.053
"R&B","New Jack Swing",0.851,0.75,"B",-5.789,"Minor",0.119,0.0646,0,0.261,0.623,127.885,244.467
"Rock","Classic Rock",0.469,0.735,"G",-7.011,"Major",0.0395,0.323,6.35e-05,0.372,0.399,93.924,220.347
"EDM","Big Room",0.738,0.793,"B",-5.763,"Major",0.0367,0.0095,0.668,0.0593,0.776,128.027,166.732
"Rap","Trap",0.636,0.953,"D",-3.74,"Major",0.0353,0.0244,0.0164,0.108,0.397,142.011,273.803
"Pop","Electropop",0.731,0.822,"Csharp/Dflat",-5.305,"Major",0.0459,0.394,0,0.288,0.708,118.021,196.613
"Rock","Permanent Wave",0.263,0.871,"D",-7.496,"Major",0.131,0.106,0,0.363,0.622,206.679,278.96
"Rap","Southern Hip-Hop",0.77,0.426,"F",-5.717,"Minor",0.0473,0.0116,0,0.273,0.523,102.056,163.133
"Pop","Post-Teen Pop",0.704,0.622,"C",-8.29,"Major",0.0404,0.338,0,0.0915,0.5,104.984,201.178
"Latin","Tropical",0.671,0.728,"D",-5.15,"Minor",0.139,0.587,0,0.155,0.927,180.044,222.231
"R&B","New Jack Swing",0.797,0.942,"D",-7.146,"Major",0.196,0.0969,0,0.257,0.666,117.189,298.493
"Pop","Dance Pop",0.685,0.633,"B",-8.245,"Minor",0.0708,0.0816,3.11e-05,0.116,0.355,124.025,237.097
"Rock","Album Rock",0.521,0.902,"B",-4.826,"Minor",0.197,0.0164,0.00105,0.737,0.592,104.708,181.693
"EDM","Pop EDM",0.452,0.465,"E",-10.006,"Minor",0.0344,0.0589,0.000524,0.095,0.0832,149.586,256.043
"Pop","Dance Pop",0.744,0.933,"E",-4.875,"Major",0.0329,0.0027,0.000315,0.114,0.911,145.977,215.067
"EDM","Progessive Electro House",0.887,0.926,"F",-7.453,"Minor",0.0798,0.000133,0.804,0.153,0.709,126.889,194.301
"Pop","Electropop",0.658,0.901,"F",-4.899,"Major",0.0316,0.00563,0.00565,0.138,0.393,127.011,300.582
"R&B","Hip-Pop",0.609,0.798,"F",-4.448,"Minor",0.0404,0.018,8.68e-06,0.434,0.401,130.034,209.76
"R&B","New Jack Swing",0.734,0.583,"Csharp/Dflat",-10.652,"Minor",0.126,0.152,0,0.0472,0.603,128.122,327.693
"Latin","Latin Hip-Hop",0.808,0.583,"Fsharp/Gflat",-13.049,"Major",0.0475,0.00326,0.0178,0.115,0.796,130.209,140.33
"Latin","Latin Pop",0.83,0.869,"Fsharp/Gflat",-5.009,"Major",0.144,0.149,0.00576,0.0538,0.549,96.01,207.013
"Pop","Post-Teen Pop",0.794,0.793,"B",-4.521,"Minor",0.0842,0.0125,0,0.0952,0.677,123.941,183.29
"Pop","Electropop",0.825,0.652,"Csharp/Dflat",-3.183,"Minor",0.0802,0.581,0,0.0931,0.931,95.977,233.713
"Rock","Permanent Wave",0.499,0.84,"Asharp/Bflat",-6.642,"Major",0.0346,0.000564,0.171,0.238,0.732,125.319,217.313
"Rock","Classic Rock",0.621,0.439,"D",-14.18,"Major",0.0289,0.544,0,0.0798,0.666,106.613,241.267
"R&B","Hip-Pop",0.505,0.487,"G",-6.873,"Major",0.0287,0.312,2.14e-05,0.258,0.629,168.535,205.32
"Rock","Hard Rock",0.612,0.654,"C",-5.455,"Major",0.0287,0.0136,1.16e-05,0.121,0.322,122.101,196.253
"R&B","Hip-Pop",0.802,0.645,"F",-6.181,"Minor",0.0715,0.272,0,0.119,0.376,100.001,157.202
"R&B","Neo Soul",0.89,0.523,"Fsharp/Gflat",-8.526,"Major",0.056,0.453,1.58e-06,0.0831,0.345,111.031,242.196
"R&B","Hip-Pop",0.668,0.42,"Dsharp/Eflat",-9.187,"Minor",0.034,0.72,0,0.0837,0.781,124.051,193.558
"Rock","Album Rock",0.697,0.665,"Fsharp/Gflat",-12.907,"Minor",0.0412,0.0476,0.00665,0.0796,0.485,108.535,289.68
"Latin","Latin Hip-Hop",0.788,0.524,"Dsharp/Eflat",-8.173,"Minor",0.11,0.0658,7.18e-06,0.0934,0.81,83.084,240.6
"EDM","Progessive Electro House",0.645,0.946,"Fsharp/Gflat",-4.766,"Minor",0.104,0.00141,0.254,0.313,0.32,130.074,213.245
"EDM","Progessive Electro House",0.49,0.725,"Asharp/Bflat",-6.854,"Major",0.0763,0.00813,0.119,0.377,0.106,126.004,200.48
"Latin","Latin Hip-Hop",0.702,0.82,"C",-4.904,"Minor",0.0729,0.191,0,0.25,0.736,119.906,171.627
"R&B","Hip-Pop",0.688,0.971,"Fsharp/Gflat",-7.395,"Major",0.127,0.114,3.2e-05,0.279,0.734,90.994,267.577
"Rock","Album Rock",0.266,0.522,"Asharp/Bflat",-9.348,"Major",0.0323,0.714,0.00331,0.617,0.482,163.205,268.533
"EDM","Big Room",0.53,0.984,"C",-2.785,"Major",0.358,0.00196,0.00663,0.408,0.383,160.034,184.594
"EDM","Pop EDM",0.56,0.959,"G",-2.433,"Major",0.102,0.000738,0.000206,0.209,0.67,163.983,216.6
"Latin","Tropical",0.707,0.643,"Asharp/Bflat",-10.614,"Minor",0.0485,0.304,0.668,0.157,0.468,99.974,189.825
"Pop","Electropop",0.719,0.704,"Csharp/Dflat",-4.724,"Major",0.0476,0.0691,0,0.166,0.628,133.002,187.436
"Rap","Trap",0.713,0.798,"Csharp/Dflat",-3.147,"Major",0.219,0.366,4.3e-06,0.246,0.721,176.073,221.103
"Latin","Latin Hip-Hop",0.678,0.87,"Fsharp/Gflat",-3.132,"Major",0.182,0.0556,0,0.0534,0.228,127.765,193.359
"Rap","Southern Hip-Hop",0.964,0.636,"Csharp/Dflat",-5.596,"Minor",0.109,0.0393,0.0097,0.15,0.343,126.705,235.093
"Rap","Gangster Rap",0.57,0.652,"C",-8.416,"Minor",0.0477,0.0196,0,0.363,0.856,150.13,182.328
"Rock","Hard Rock",0.444,0.703,"G",-9.443,"Major",0.0641,0.00112,0.0761,0.127,0.419,106.228,447.44
"Pop","Dance Pop",0.674,0.854,"F",-5.253,"Major",0.115,0.054,0,0.379,0.503,111.969,180.571
"EDM","Progessive Electro House",0.619,0.979,"F",-6.194,"Minor",0.108,0.0277,0.06,0.296,0.13,130.009,238.128
"R&B","Neo Soul",0.734,0.268,"A",-12.876,"Minor",0.0646,0.577,0,0.163,0.666,132.556,321
"Rock","Hard Rock",0.416,0.802,"Asharp/Bflat",-4.44,"Minor",0.0319,0.0319,0,0.0745,0.33,152.111,210.56
"Latin","Latin Hip-Hop",0.542,0.581,"A",-5.687,"Major",0.159,0.701,1.02e-06,0.0741,0.0857,108.909,213.464
"Pop","Post-Teen Pop",0.688,0.774,"C",-4.444,"Major",0.086,0.361,0,0.196,0.803,109.974,156.693
"Rap","Gangster Rap",0.83,0.581,"Gsharp/Aflat",-7.941,"Major",0.242,0.054,0.00117,0.0933,0.801,88.02,199.413
"Rock","Permanent Wave",0.743,0.759,"Fsharp/Gflat",-11.752,"Major",0.0352,0.000106,0.00253,0.0493,0.74,114.617,384.733
"R&B","New Jack Swing",0.69,0.528,"C",-8.675,"Major",0.0288,0.0349,0,0.0547,0.74,88.032,225.867
"Rap","Southern Hip-Hop",0.744,0.334,"Csharp/Dflat",-11.314,"Major",0.0757,0.327,0,0.116,0.27,119.976,319.973
"Latin","Latin Hip-Hop",0.777,0.66,"A",-9.947,"Minor",0.0792,0.128,0.108,0.133,0.868,132.154,209.92
"R&B","Urban Contemporary",0.756,0.588,"Dsharp/Eflat",-7.617,"Minor",0.0551,0.253,0,0.173,0.637,129.882,134.689
"EDM","Electro House",0.71,0.942,"C",-2.321,"Major",0.0612,0.000914,0.00918,0.0457,0.184,128.028,286.875
"Pop","Dance Pop",0.885,0.857,"C",-2.279,"Minor",0.204,0.205,0,0.671,0.818,90.025,262
"R&B","Urban Contemporary",0.669,0.511,"Csharp/Dflat",-5.499,"Major",0.101,0.0508,0.00483,0.0982,0.406,76.016,198.413
"Pop","Electropop",0.774,0.753,"E",-5.445,"Minor",0.0517,0.153,0,0.0371,0.896,119.002,219.147
"Latin","Latin Hip-Hop",0.521,0.751,"Asharp/Bflat",-7.744,"Minor",0.3,0.00916,0,0.21,0.595,193.925,162.453
"R&B","Neo Soul",0.565,0.621,"G",-5.62,"Major",0.0264,0.00773,0.0324,0.257,0.403,150.036,268.04
"Latin","Reggaeton",0.677,0.946,"Fsharp/Gflat",-2.887,"Major",0.0553,0.185,3.56e-06,0.274,0.948,96.011,240.973
"EDM","Big Room",0.818,0.819,"Csharp/Dflat",-5.052,"Major",0.116,0.00824,0.000392,0.225,0.279,128.02,171.799
"Pop","Post-Teen Pop",0.432,0.868,"Csharp/Dflat",-2.892,"Major",0.0349,0.000739,0,0.103,0.303,110.509,209.293
"Latin","Reggaeton",0.819,0.677,"Dsharp/Eflat",-6.023,"Minor",0.268,0.575,0,0.159,0.765,93.991,207.307
"Rock","Hard Rock",0.451,0.918,"E",-3.414,"Major",0.0329,0.00178,0.00156,0.688,0.695,106.033,229.04
"Latin","Tropical",0.651,0.731,"Dsharp/Eflat",-6.004,"Minor",0.0368,0.187,0.138,0.0479,0.692,159.919,312.915
"Pop","Dance Pop",0.534,0.414,"D",-7.952,"Major",0.0403,0.218,2.11e-06,0.103,0.458,117.079,374.653
"Pop","Electropop",0.936,0.648,"G",-6.72,"Major",0.0404,0.0753,0.0509,0.104,0.663,115.026,254.641
"Latin","Latin Pop",0.754,0.646,"G",-5.795,"Major",0.317,0.152,1.85e-05,0.108,0.429,176.089,242.573
"R&B","Hip-Pop",0.693,0.412,"D",-11.337,"Minor",0.029,0.115,0,0.0895,0.539,138.024,214.227
"EDM","Progessive Electro House",0.498,0.918,"B",-3.665,"Minor",0.0503,0.0182,4.21e-05,0.338,0.178,127.962,183.281
"Rock","Classic Rock",0.611,0.793,"C",-7.538,"Major",0.0303,0.213,0,0.136,0.86,121.987,188.8
"Pop","Electropop",0.893,0.745,"B",-3.105,"Minor",0.0571,0.0642,0,0.0943,0.872,101.018,223.413
"Pop","Dance Pop",0.757,0.652,"A",-14.916,"Minor",0.0333,0.214,0.257,0.0903,0.862,124.369,332.23
"R&B","Neo Soul",0.531,0.563,"D",-8.204,"Major",0.0385,0.773,0.000743,0.161,0.669,89.09,157.04
"Rock","Album Rock",0.632,0.674,"E",-6.26,"Minor",0.0308,0.306,0,0.156,0.52,114.886,297.093
"Rock","Album Rock",0.433,0.868,"C",-3.03,"Major",0.0422,0.00127,2.87e-06,0.132,0.41,139.896,236.267
"R&B","Urban Contemporary",0.827,0.469,"Asharp/Bflat",-9.141,"Minor",0.341,0.0807,8.12e-06,0.207,0.196,97.028,238.321
"Pop","Indie Poptimism",0.437,0.785,"Gsharp/Aflat",-5.781,"Major",0.0277,0.00461,6.95e-05,0.231,0.58,180.922,260.267
"EDM","Progessive Electro House",0.485,0.978,"Csharp/Dflat",-2.931,"Minor",0.181,0.00479,0.00897,0.349,0.213,127.988,364.286
"Latin","Latin Hip-Hop",0.654,0.63,"Asharp/Bflat",-4.644,"Major",0.0259,0.153,0,0.111,0.43,89.991,167.693
"EDM","Pop EDM",0.569,0.808,"A",-3.341,"Major",0.0994,0.102,2.53e-05,0.508,0.475,128.064,202.858
"R&B","New Jack Swing",0.752,0.936,"G",-4.454,"Major",0.0676,0.0228,0.0304,0.058,0.655,105.978,244.56
"Pop","Post-Teen Pop",0.658,0.901,"G",-2.814,"Major",0.0357,0.0478,0,0.12,0.708,93.979,210.52
"Rap","Hip-Hop",0.801,0.693,"Gsharp/Aflat",-5.31,"Minor",0.236,0.43,0,0.0655,0.541,88.017,200.732
"R&B","Hip-Pop",0.818,0.548,"B",-8.884,"Minor",0.0352,0.513,0.00922,0.0588,0.629,104.978,283.2
"Latin","Tropical",0.882,0.558,"B",-9.668,"Minor",0.209,0.0643,0,0.0571,0.664,87.452,286.625
"Pop","Dance Pop",0.661,0.777,"C",-7.042,"Major",0.0423,0.00806,4.96e-05,0.346,0.265,105.03,196.4
"Pop","Dance Pop",0.404,0.806,"D",-4.75,"Major",0.0496,0.198,0,0.114,0.112,148.036,220.73
"Latin","Tropical",0.636,0.755,"E",-7.165,"Major",0.0403,0.133,0,0.186,0.273,100.034,187.513
"Rock","Album Rock",0.357,0.75,"Gsharp/Aflat",-4.971,"Major",0.0533,0.00245,0,0.372,0.326,89.632,174.628
"Latin","Tropical",0.691,0.776,"F",-6.002,"Minor",0.0569,0.0599,0,0.249,0.71,95.007,162.911
"Rock","Hard Rock",0.58,0.916,"Dsharp/Eflat",-4.358,"Minor",0.0387,0.000297,0.0259,0.126,0.683,118.004,305.907
"EDM","Pop EDM",0.656,0.618,"A",-6.608,"Major",0.0284,0.0357,0.000325,0.315,0.229,127.034,203.707
"Rock","Classic Rock",0.485,0.935,"D",-7.005,"Major",0.0696,0.0113,3.89e-05,0.331,0.68,155.608,321.8
"R&B","New Jack Swing",0.693,0.81,"D",-6.129,"Major",0.0412,0.0076,0,0.0461,0.532,102.494,271.507
"Rock","Album Rock",0.535,0.847,"D",-3.12,"Major",0.0322,0.639,0.000745,0.062,0.862,164.978,140.427
"Pop","Electropop",0.463,0.955,"Asharp/Bflat",-5.705,"Minor",0.0401,6.77e-05,0.682,0.33,0.308,140.012,260.227
"R&B","Hip-Pop",0.735,0.482,"Gsharp/Aflat",-9.445,"Major",0.139,0.00623,0.0144,0.448,0.315,181.995,217.933
"R&B","Neo Soul",0.616,0.243,"A",-13.975,"Major",0.103,0.284,0.149,0.264,0.56,183.948,200.223
"Pop","Indie Poptimism",0.713,0.738,"Asharp/Bflat",-6.784,"Major",0.374,0.255,0,0.106,0.425,105.027,201.2
"R&B","Neo Soul",0.738,0.619,"E",-7.991,"Major",0.0643,0.471,0.00112,0.222,0.575,94.986,200.547
"Rap","Southern Hip-Hop",0.794,0.695,"F",-7.045,"Minor",0.245,0.0182,0.00156,0.0972,0.774,80.999,191.293
"EDM","Pop EDM",0.721,0.827,"F",-5.127,"Minor",0.0536,0.335,0,0.311,0.951,149.977,122.784
"Rock","Hard Rock",0.611,0.972,"F",-3.438,"Minor",0.11,0.000105,0.000838,0.0297,0.493,120.085,203.64
"Pop","Electropop",0.67,0.672,"Csharp/Dflat",-3.469,"Major",0.0923,0.192,5.13e-05,0.0926,0.643,165.075,162.538
"R&B","Urban Contemporary",0.397,0.499,"D",-10.972,"Major",0.0685,0.0766,1.55e-06,0.111,0.367,171.067,327.4
"Latin","Latin Pop",0.853,0.766,"Csharp/Dflat",-3.527,"Minor",0.0401,0.0247,3.4e-06,0.272,0.835,96.01,197.013
"Rap","Gangster Rap",0.805,0.653,"Gsharp/Aflat",-11.251,"Minor",0.185,0.138,0,0.1,0.257,100.349,270.067
"Latin","Reggaeton",0.795,0.744,"E",-6.086,"Minor",0.11,0.211,0,0.475,0.522,90.009,235.707
"EDM","Progessive Electro House",0.784,0.816,"F",-6.254,"Minor",0.0709,0.0465,0.164,0.0431,0.669,129.989,378.462
"Pop","Dance Pop",0.48,0.962,"B",-3.86,"Major",0.183,0.00593,3.44e-06,0.423,0.658,100.037,142.723
"Rap","Gangster Rap",0.63,0.741,"A",-6.713,"Major",0.226,0.106,0,0.141,0.654,89.828,174.693
"Pop","Indie Poptimism",0.715,0.624,"E",-3.046,"Minor",0.114,0.11,0,0.123,0.412,158.087,173.325
"Rap","Trap",0.619,0.563,"Gsharp/Aflat",-3.414,"Major",0.0865,0.29,0,0.128,0.25,139.653,182.183
"Pop","Indie Poptimism",0.525,0.785,"A",-6.85,"Major",0.0425,0.027,2.27e-06,0.173,0.24,132.969,212.053
"Latin","Tropical",0.589,0.871,"B",-5.698,"Major",0.0342,0.00215,9.42e-05,0.378,0.237,123.005,184.372
"R&B","Hip-Pop",0.436,0.804,"C",-4.907,"Major",0.0409,0.209,0,0.171,0.784,188.061,170.84
"Latin","Reggaeton",0.746,0.746,"F",-5.046,"Minor",0.102,0.152,0,0.274,0.733,175.965,243.227
"Pop","Dance Pop",0.495,0.831,"F",-5.812,"Minor",0.0319,0.021,4.79e-05,0.495,0.414,128.064,192.632
"EDM","Electro House",0.517,0.924,"Asharp/Bflat",-4.063,"Major",0.0975,0.00403,0.307,0.369,0.498,128.127,195.28
"R&B","New Jack Swing",0.848,0.555,"Asharp/Bflat",-9.167,"Minor",0.0369,0.0105,1.15e-05,0.0673,0.893,92.126,267.262
"Rap","Gangster Rap",0.753,0.872,"B",-5.392,"Minor",0.332,0.301,0,0.136,0.85,166.055,188.234
"Rap","Southern Hip-Hop",0.756,0.532,"Fsharp/Gflat",-6.508,"Minor",0.0934,0.072,0,0.0579,0.869,149.975,232.48
"Rap","Hip-Hop",0.7,0.134,"A",-17.898,"Major",0.0771,0.592,0.845,0.107,0.435,160.033,130.586
"Rock","Hard Rock",0.502,0.879,"Gsharp/Aflat",-5.499,"Minor",0.0505,0.00696,6.81e-06,0.363,0.608,134.967,287.935
"EDM","Big Room",0.69,0.881,"Csharp/Dflat",-4.552,"Major",0.0372,0.000287,0.105,0.322,0.294,128.016,175.312
"EDM","Pop EDM",0.561,0.913,"G",-5.362,"Minor",0.0318,0.00987,1.7e-05,0.179,0.277,124.99,185.598
"EDM","Progessive Electro House",0.768,0.628,"C",-12.994,"Major",0.0414,0.00497,0.829,0.098,0.714,119.508,373.892
"Pop","Indie Poptimism",0.464,0.921,"E",-3.539,"Major",0.0677,0.00654,0,0.127,0.461,144.127,263.285
"Rock","Classic Rock",0.733,0.553,"G",-13.924,"Major",0.0382,0.252,0.00257,0.147,0.934,124.993,266.267
"Rap","Gangster Rap",0.516,0.747,"D",-5.189,"Major",0.364,0.0805,0,0.0761,0.628,129.48,222.876
"R&B","Neo Soul",0.51,0.363,"F",-8.635,"Major",0.0304,0.853,0,0.109,0.426,78,254.919
"Rap","Southern Hip-Hop",0.54,0.801,"D",-3.733,"Major",0.0475,0.0845,0,0.221,0.577,83.979,224.855
